 1.000000e+00 -2.300898e-01 
 1.002305e+00 -2.300898e-01 
 1.004616e+00 -2.300898e-01 
 1.006932e+00 -2.300898e-01 
 1.009253e+00 -2.300898e-01 
 1.011579e+00 -2.300898e-01 
 1.013911e+00 -2.300898e-01 
 1.016249e+00 -2.300898e-01 
 1.018591e+00 -2.300898e-01 
 1.020939e+00 -2.300898e-01 
 1.023293e+00 -2.300898e-01 
 1.025652e+00 -2.300898e-01 
 1.028016e+00 -2.300898e-01 
 1.030386e+00 -2.300898e-01 
 1.032761e+00 -2.300898e-01 
 1.035142e+00 -2.300898e-01 
 1.037528e+00 -2.300898e-01 
 1.039920e+00 -2.300898e-01 
 1.042317e+00 -2.300898e-01 
 1.044720e+00 -2.300898e-01 
 1.047129e+00 -2.300898e-01 
 1.049542e+00 -2.300898e-01 
 1.051962e+00 -2.300898e-01 
 1.054387e+00 -2.300898e-01 
 1.056818e+00 -2.300898e-01 
 1.059254e+00 -2.300898e-01 
 1.061696e+00 -2.300898e-01 
 1.064143e+00 -2.300898e-01 
 1.066596e+00 -2.300898e-01 
 1.069055e+00 -2.300898e-01 
 1.071519e+00 -2.300898e-01 
 1.073989e+00 -2.300898e-01 
 1.076465e+00 -2.300898e-01 
 1.078947e+00 -2.300898e-01 
 1.081434e+00 -2.300898e-01 
 1.083927e+00 -2.300898e-01 
 1.086426e+00 -2.300898e-01 
 1.088930e+00 -2.300898e-01 
 1.091440e+00 -2.300898e-01 
 1.093956e+00 -2.300898e-01 
 1.096478e+00 -2.300898e-01 
 1.099006e+00 -2.300898e-01 
 1.101539e+00 -2.300898e-01 
 1.104079e+00 -2.300898e-01 
 1.106624e+00 -2.300898e-01 
 1.109175e+00 -2.300898e-01 
 1.111732e+00 -2.300898e-01 
 1.114295e+00 -2.300898e-01 
 1.116863e+00 -2.300898e-01 
 1.119438e+00 -2.300898e-01 
 1.122018e+00 -2.300898e-01 
 1.124605e+00 -2.300898e-01 
 1.127197e+00 -2.300898e-01 
 1.129796e+00 -2.300898e-01 
 1.132400e+00 -2.300898e-01 
 1.135011e+00 -2.300898e-01 
 1.137627e+00 -2.300898e-01 
 1.140250e+00 -2.300898e-01 
 1.142878e+00 -2.300898e-01 
 1.145513e+00 -2.300898e-01 
 1.148154e+00 -2.300898e-01 
 1.150800e+00 -2.300898e-01 
 1.153453e+00 -2.300898e-01 
 1.156112e+00 -2.300898e-01 
 1.158777e+00 -2.300898e-01 
 1.161449e+00 -2.300898e-01 
 1.164126e+00 -2.300898e-01 
 1.166810e+00 -2.300898e-01 
 1.169499e+00 -2.300898e-01 
 1.172195e+00 -2.300898e-01 
 1.174898e+00 -2.300898e-01 
 1.177606e+00 -2.300898e-01 
 1.180321e+00 -2.300898e-01 
 1.183042e+00 -2.300898e-01 
 1.185769e+00 -2.300898e-01 
 1.188502e+00 -2.300898e-01 
 1.191242e+00 -2.300898e-01 
 1.193988e+00 -2.300898e-01 
 1.196741e+00 -2.300898e-01 
 1.199499e+00 -2.300898e-01 
 1.202264e+00 -2.300898e-01 
 1.205036e+00 -2.300898e-01 
 1.207814e+00 -2.300898e-01 
 1.210598e+00 -2.300898e-01 
 1.213389e+00 -2.300898e-01 
 1.216186e+00 -2.300898e-01 
 1.218990e+00 -2.300898e-01 
 1.221800e+00 -2.300898e-01 
 1.224616e+00 -2.300898e-01 
 1.227439e+00 -2.300898e-01 
 1.230269e+00 -2.300898e-01 
 1.233105e+00 -2.300898e-01 
 1.235947e+00 -2.300898e-01 
 1.238797e+00 -2.300898e-01 
 1.241652e+00 -2.300898e-01 
 1.244515e+00 -2.300898e-01 
 1.247384e+00 -2.300898e-01 
 1.250259e+00 -2.300898e-01 
 1.253141e+00 -2.300898e-01 
 1.256030e+00 -2.300898e-01 
 1.258925e+00 -2.300898e-01 
 1.261828e+00 -2.300898e-01 
 1.264736e+00 -2.300898e-01 
 1.267652e+00 -2.300898e-01 
 1.270574e+00 -2.300898e-01 
 1.273503e+00 -2.300898e-01 
 1.276439e+00 -2.300898e-01 
 1.279381e+00 -2.300898e-01 
 1.282331e+00 -2.300898e-01 
 1.285287e+00 -2.300898e-01 
 1.288250e+00 -2.300898e-01 
 1.291219e+00 -2.300898e-01 
 1.294196e+00 -2.300898e-01 
 1.297179e+00 -2.300898e-01 
 1.300170e+00 -2.300898e-01 
 1.303167e+00 -2.300898e-01 
 1.306171e+00 -2.300898e-01 
 1.309182e+00 -2.300898e-01 
 1.312200e+00 -2.300898e-01 
 1.315225e+00 -2.300898e-01 
 1.318257e+00 -2.300898e-01 
 1.321296e+00 -2.300898e-01 
 1.324342e+00 -2.300898e-01 
 1.327394e+00 -2.300898e-01 
 1.330454e+00 -2.300898e-01 
 1.333521e+00 -2.300898e-01 
 1.336596e+00 -2.300898e-01 
 1.339677e+00 -2.300898e-01 
 1.342765e+00 -2.300898e-01 
 1.345860e+00 -2.300898e-01 
 1.348963e+00 -2.300898e-01 
 1.352073e+00 -2.300898e-01 
 1.355189e+00 -2.300898e-01 
 1.358313e+00 -2.300898e-01 
 1.361445e+00 -2.300898e-01 
 1.364583e+00 -2.300898e-01 
